IPERE,Menage,M_AUTO,M_PERS,M_DOMSM,M_revenu,M_dist_train,M_dist_metro,M_dist_centre,M_emploiTC,P_RANG,P_SEXE,P_AGE,P_GRAGE,P_STATUT,P_PERMIS,D_HREDE,D_MOTIF
368486,1232042,3,3,561,6,30.9270259,49.50871872,50.9822612,1130,1,1,37,8,1,1,700,1
368511,1232051,3,3,623,3,20.22122495,23.72911203,33.76176772,4600,1,2,31,7,1,1,600,1
368586,1232103,1,4,406,2,2.767858323,0.9441324981,13.196482210000001,658600,3,2,17,4,3,1,745,4
368601,1232120,1,4,302,6,5.941159986,4.701879036,10.29875622,49710,4,1,6,2,3,5,800,4
368620,1232134,1,2,112,6,13.00557517,2.6203224460000003,13.00557517,51440,1,1,41,9,1,1,510,1
368688,1232170,1,3,138,7,1.153615773,18.51139947,26.45856926,25570,2,1,52,11,1,1,1000,1
368698,1232170,1,3,138,7,1.153615773,18.51139947,26.45856926,25570,3,1,45,10,1,2,1815,4
368716,1232203,2,2,643,3,4.292167017,17.60333459,33.815919629999996,20930,2,1,55,12,1,1,515,1
368720,1232205,5,2,108,4,3.247798547,1.487027366,10.38674544,558070,1,2,45,10,1,1,745,1
368726,1232208,2,2,302,5,5.220927904,7.6237365950000004,13.220613779999999,66870,2,2,50,11,1,1,530,1
368757,1232224,2,3,407,2,8.357823753,6.8680329659999995,16.90068865,40525,1,2,49,10,1,1,615,1
368776,1232231,1,2,309,8,12.0657329,11.502451359999998,16.93056885,28930,2,1,72,15,4,1,1045,1
368788,1232236,2,4,511,7,23.87176664,28.77797429,32.48012274,3805,4,1,6,2,3,5,700,4
368786,1232236,2,4,511,7,23.87176664,28.77797429,32.48012274,3805,3,2,7,2,3,5,700,4
368794,1232247,4,4,401,5,7.571069295999999,10.75936742,26.38066134,24120,3,1,49,10,1,1,600,1
368819,1232268,3,3,543,6,3.184271198,18.63421864,20.82413652,4700,2,2,54,11,1,1,730,1
368851,1232278,2,4,134,3,7.3629920460000005,18.94045545,29.49888375,1510,4,2,15,4,3,5,730,4
368863,1232284,2,3,119,8,2.351092882,0.7644763113999999,11.08497566,672065,3,1,58,12,1,1,730,1
368865,1232294,2,4,304,7,0.48685937059999995,3.192504588,7.3470621529999995,477155,1,2,59,12,1,1,700,1
368905,1232352,2,3,118,3,8.577132643999999,6.912359279,16.44427762,138780,2,2,52,11,1,1,830,1
368911,1232352,2,3,118,3,8.577132643999999,6.912359279,16.44427762,138780,3,2,11,3,3,5,730,4
368923,1232354,2,4,405,4,2.401784645,10.20490935,22.74018018,29515,4,1,11,3,3,5,740,4
368949,1232369,2,5,105,2,1.7559519829999999,0.47581128260000005,5.829829909,754035,1,1,18,4,3,2,700,4
368959,1232369,2,5,105,2,1.7559519829999999,0.47581128260000005,5.829829909,754035,3,1,22,5,3,1,1830,4
369037,1232415,1,2,109,4,3.511423992,0.68391958,8.249707282,711290,2,1,20,5,3,1,1630,1
369057,1232437,4,5,114,7,18.74177672,10.14977053,21.735994910000002,5940,1,2,23,5,3,1,730,4
369061,1232437,4,5,114,7,18.74177672,10.14977053,21.735994910000002,5940,3,2,56,12,1,1,810,1
369099,1232480,2,2,112,2,8.849181343,2.1362731640000003,8.849181343,365815,2,1,50,11,1,1,800,1
369190,1232539,2,4,304,6,2.3285231,1.6155407179999999,6.294810006,477155,4,2,9,2,3,5,815,4
369229,1232564,3,3,661,7,3.195958764,31.67644852,47.88903356,34625,2,1,53,11,1,1,600,1
369284,1232600,2,6,531,7,10.45839733,19.85263333,25.44951052,2950,5,2,8,2,3,5,800,4
369277,1232600,2,6,531,7,10.45839733,19.85263333,25.44951052,2950,2,2,36,8,1,1,730,1
369299,1232623,1,1,111,3,4.401117298999999,0.8082983329,4.401117298999999,697130,1,2,52,11,1,1,900,1
369305,1232627,2,2,511,3,34.87289629,40.06652295,43.7686714,1820,2,1,31,7,1,1,730,1
369319,1232636,2,3,545,4,12.231770630000002,34.296726629999995,35.77026911,715,3,2,11,3,3,5,1230,4
369344,1232667,2,3,521,3,10.00200172,19.321328740000002,24.55203547,5895,2,1,37,8,1,1,530,1
369355,1232677,3,4,404,3,7.023840932,9.311092892000001,24.98134808,59405,3,1,20,5,3,1,800,4
369365,1232684,0,2,106,5,4.058942538,0.8373249957000001,4.058942538,715790,1,2,39,8,1,1,830,1
369367,1232684,0,2,106,5,4.058942538,0.8373249957000001,4.058942538,715790,2,1,37,8,1,1,1200,1
369379,1232696,3,4,307,3,3.13486635,9.041584654000001,13.44945975,69650,4,1,16,4,3,2,745,4
369372,1232696,3,4,307,3,3.13486635,9.041584654000001,13.44945975,69650,1,2,49,10,1,1,745,1
369398,1232706,2,5,114,7,12.37391649,7.799105451,18.727292860000002,127030,3,1,5,2,3,5,1445,4
369503,1232780,1,3,405,8,1.5956994279999999,7.503150354000001,20.03842119,88100,3,1,43,9,1,2,710,1
369564,1232873,2,2,405,4,1.5747540610000001,7.934997308,20.85568503,38415,1,2,56,12,1,1,800,1
369572,1232876,2,4,107,4,2.128646557,0.5736987514999999,7.534437315,810970,3,2,11,3,3,5,800,4
369586,1232888,1,6,105,2,2.857354422,0.3686444365,7.258749584,697100,4,2,47,10,1,2,730,1
369609,1232905,1,3,127,3,5.096319461,0.6431279903,5.668065757,622805,2,2,40,9,1,2,620,1
369607,1232905,1,3,127,3,5.096319461,0.6431279903,5.668065757,622805,1,1,36,8,1,1,740,1
369672,1232982,4,4,137,7,3.1104795960000002,16.9129532,27.55657373,39210,4,1,50,11,1,1,530,1
369668,1232982,4,4,137,7,3.1104795960000002,16.9129532,27.55657373,39210,2,2,19,4,3,1,700,4
369726,1233014,0,2,106,4,1.486062904,0.7650989119,4.727153764,733510,2,1,44,9,1,2,1000,1
369756,1233034,1,3,302,3,9.189863101,5.906730072999999,11.33484756,53260,2,2,16,4,3,2,700,4
369760,1233034,1,3,302,3,9.189863101,5.906730072999999,11.33484756,53260,3,2,48,10,1,1,700,1
369770,1233045,1,2,102,6,2.341899746,0.8492428986999999,2.341899746,709390,2,2,19,4,1,2,730,1
369788,1233058,2,4,134,6,8.787764596,20.365228,30.923656299999998,1510,2,2,41,9,1,1,800,1
369832,1233079,2,5,405,3,3.564500733,8.142694937,20.67796577,35980,2,2,16,4,3,2,700,4
369837,1233079,2,5,405,3,3.564500733,8.142694937,20.67796577,35980,5,1,43,9,1,1,700,1
369834,1233079,2,5,405,3,3.564500733,8.142694937,20.67796577,35980,3,1,18,4,3,2,700,4
369849,1233083,2,4,140,5,2.311170529,22.71258843,33.356208960000004,15575,4,1,13,3,3,5,830,4
369856,1233085,1,4,611,2,27.25387678,17.000075390000003,28.58629977,3310,4,2,13,3,3,5,700,4
369876,1233101,3,4,310,5,4.6059174810000005,16.12024734,21.5023564,1315,3,1,5,2,3,5,800,4
369940,1233170,1,4,103,6,3.843718984,0.471154599,5.890661647,623190,1,2,52,11,1,1,700,1
369954,1233174,1,1,112,4,11.5667965,2.2190744060000003,11.5667965,43415,1,1,31,7,1,1,700,1
369973,1233180,1,4,118,2,6.320620425,4.527601012,13.362935100000001,427725,1,1,50,11,1,1,930,1
370039,1233250,2,1,118,7,9.173858735,7.50908537,16.82539944,147155,1,1,55,12,1,1,1030,1
370074,1233281,1,4,120,5,1.446481383,2.128667332,7.715745342,492830,3,2,22,5,3,1,800,4
370085,1233283,2,5,106,2,4.272441434,1.571249557,4.272441434,587360,4,1,7,2,3,5,745,4
370111,1233301,3,4,136,6,5.8428898170000005,16.71869925,27.36231978,29610,2,1,52,11,2,1,800,1
370132,1233302,2,4,111,3,5.920129351,0.5159426051,5.920129351,608225,2,1,32,7,3,1,700,4
370160,1233315,2,5,611,7,34.77494715,24.52114577,36.10737015,13540,1,1,45,10,1,1,1000,1
370178,1233331,1,1,127,3,8.120299454,10.45397251,11.927514989999999,400950,1,2,50,11,2,1,900,1
370190,1233332,0,4,105,8,2.723036384,0.2204299213,5.0559447209999995,754035,4,2,17,4,3,2,1500,4
370180,1233332,0,4,105,8,2.723036384,0.2204299213,5.0559447209999995,754035,1,2,21,5,3,1,800,4
370195,1233336,1,3,108,3,3.5929336579999998,1.867872973,10.02400746,558070,2,2,16,4,3,2,750,4
370202,1233340,2,4,644,2,0.8252884523,13.157566319999999,29.37015137,16290,2,2,45,10,1,1,800,1
370288,1233387,3,6,624,8,20.84049117,27.089453990000003,37.12210967,7235,4,2,36,8,1,1,2230,1
370303,1233388,2,5,531,4,12.74171349,17.04445656,22.64133375,5610,4,1,5,2,3,5,800,4
370328,1233405,2,4,645,2,13.39690992,28.24930521,40.78457604,3120,3,2,7,2,3,5,730,4
370346,1233407,1,5,407,7,5.209462337,4.304901836,16.55725155,133580,3,1,11,3,3,5,810,4
370350,1233407,1,5,407,7,5.209462337,4.304901836,16.55725155,133580,5,2,5,2,3,5,810,4
370363,1233409,1,5,131,3,2.438667195,13.00496855,23.59245106,50905,2,1,30,7,1,1,1220,1
370379,1233420,1,4,121,7,1.720742676,0.5948040282,5.411156758,752195,1,2,35,8,1,1,1200,1
370395,1233429,3,3,404,7,5.158056498,8.543412926,24.47443931,87955,1,1,54,11,1,1,400,1
370405,1233442,2,5,406,5,2.296800349,0.7628016601000001,12.95817374,309630,3,1,21,5,2,1,830,4
370403,1233442,2,5,406,5,2.296800349,0.7628016601000001,12.95817374,309630,2,2,43,9,1,1,800,1
370449,1233469,1,3,122,6,1.83677173,0.9627480713,3.149194386,675695,3,2,18,4,3,2,740,4
370443,1233469,1,3,122,6,1.83677173,0.9627480713,3.149194386,675695,1,2,54,11,1,1,830,1
370482,1233496,1,4,105,4,2.2766226940000003,0.5873344201999999,5.9025301390000005,744755,1,1,59,12,1,2,800,1
370502,1233502,0,1,105,7,2.095792202,1.059435832,4.998263257,744755,1,2,44,9,1,2,830,1
370549,1233546,1,2,105,7,1.981953354,0.4158217078,5.607860798,778330,1,1,65,14,2,1,730,1
370571,1233560,2,5,309,4,10.85800163,11.65372843,17.250605609999997,43365,3,1,7,2,3,5,1000,4
370612,1233583,1,3,406,7,1.5048930379999998,1.515961833,14.01534609,309630,2,2,19,4,3,1,1150,4
370606,1233583,1,3,406,7,1.5048930379999998,1.515961833,14.01534609,309630,1,1,50,11,1,1,800,1
370643,1233619,0,1,111,2,4.48378962,0.6582505742,4.48378962,697130,1,1,50,11,1,1,645,1
370685,1233651,1,4,128,3,4.278447927999999,3.851547355,10.58421757,46070,3,2,19,4,3,1,1000,4
370679,1233651,1,4,128,3,4.278447927999999,3.851547355,10.58421757,46070,1,2,58,12,2,1,630,1
370692,1233660,1,2,103,6,3.758695475,0.5572577273,5.805638138,623190,1,1,50,11,1,1,630,1
370718,1233666,2,6,501,5,16.45490624,25.78234118,31.0130479,1915,5,1,7,2,3,5,810,4
370756,1233689,2,6,120,6,0.4229612996,2.421178453,8.008256463,635400,5,1,8,2,3,5,730,4
370774,1233705,4,4,645,7,13.18944603,28.04184132,40.57711215,1285,1,2,55,12,1,1,845,1
370829,1233738,1,3,103,3,2.601200634,0.7513866094999999,3.301726501,687490,1,1,43,9,1,1,645,1
370858,1233779,2,4,130,7,1.63060764,11.6549606,17.08094948,31935,3,1,8,2,3,5,800,4
370857,1233779,2,4,130,7,1.63060764,11.6549606,17.08094948,31935,2,1,50,11,1,1,1830,1
370869,1233810,3,5,661,8,6.717762118,40.454741950000006,56.66732699,820,1,2,43,9,1,1,800,1
370958,1233860,1,4,406,2,1.974708449,0.7593868541000001,13.262601329999999,615075,4,1,7,2,3,5,800,4
370948,1233860,1,4,406,2,1.974708449,0.7593868541000001,13.262601329999999,615075,1,2,43,9,2,1,700,1
370954,1233860,1,4,406,2,1.974708449,0.7593868541000001,13.262601329999999,615075,2,1,39,8,1,1,1500,1
370979,1233875,2,5,406,6,4.142071451,7.660900034,20.196170870000003,44830,3,1,8,2,3,5,755,4
370971,1233875,2,5,406,6,4.142071451,7.660900034,20.196170870000003,44830,1,1,40,9,1,1,845,1
370993,1233892,2,5,108,7,2.776204038,1.111430673,11.87857331,739490,4,2,12,3,3,5,730,4
370997,1233893,5,3,611,4,31.50263495,21.24883357,32.83505795,14710,1,1,20,5,1,1,530,1
371008,1233896,2,4,116,2,11.598695170000001,2.807098576,14.04209706,336175,1,1,40,9,1,1,2000,1
371040,1233956,2,2,623,7,21.72285143,22.62509241,32.65774809,8450,1,2,55,12,1,1,630,1
371058,1233969,2,5,532,3,22.806764899999997,21.08019951,26.508316999999998,14190,5,1,13,3,3,5,840,4
371066,1233971,2,5,129,4,1.115443175,9.694594460000001,15.441875029999999,34765,1,1,48,10,1,1,800,1
371106,1234025,1,3,114,2,13.18014803,7.042512014,18.54504812,106410,1,2,42,9,1,1,530,1
371124,1234053,2,2,136,4,4.2315313660000005,18.03400497,28.677625499999998,27340,1,1,46,10,1,1,700,1
371130,1234060,3,3,106,2,4.642238086,0.7657227936000001,4.642238086,710270,2,2,40,9,1,1,1000,1
371146,1234065,0,2,111,2,5.538802504,1.037527348,5.538802504,521700,2,1,22,5,2,2,800,1
371215,1234117,2,4,631,1,6.192228607,18.059665199999998,33.72053007,18220,2,1,18,4,3,1,1000,4
371225,1234137,1,2,511,7,28.334872169999997,33.241079819999996,36.94322827,16390,2,1,30,7,1,1,1900,1
371249,1234152,2,6,544,2,1.010077446,23.014268660000003,24.48781114,2720,4,1,17,4,3,2,900,4
371257,1234152,2,6,544,2,1.010077446,23.014268660000003,24.48781114,2720,6,2,7,2,3,5,1240,4
371379,1234240,2,3,113,7,17.19834614,6.705204406,17.19834614,119240,3,2,22,5,1,2,1200,1
371385,1234257,1,2,544,7,1.981397691,22.40688141,23.88042389,4005,1,2,40,9,1,1,700,1
371390,1234264,2,4,118,7,8.834486951999999,7.169713587,15.88111097,147155,1,2,53,11,1,1,800,1
371394,1234264,2,4,118,7,8.834486951999999,7.169713587,15.88111097,147155,2,1,56,12,1,1,630,1
371439,1234310,2,5,306,4,6.02408347,8.955628507,13.3635036,67350,5,1,5,2,3,5,730,4
371483,1234343,2,5,544,2,1.5841194049999998,21.119880109999997,23.309797999999997,9070,3,1,15,4,3,5,830,4
371485,1234343,2,5,544,2,1.5841194049999998,21.119880109999997,23.309797999999997,9070,4,1,9,2,3,5,740,4
371494,1234370,1,4,302,1,3.798471701,6.952911797,12.549788979999999,63575,3,2,17,4,3,2,800,4
371568,1234454,1,4,128,4,5.011157944,2.7050418730000003,9.418195663,62580,1,2,33,7,2,1,530,1
371586,1234462,2,2,546,3,15.910797070000001,34.4924899,35.966032379999994,21645,1,2,45,10,1,1,2230,1
371599,1234466,2,6,543,5,4.441937598000001,18.40226995,20.592187839999998,14555,4,2,10,3,3,5,745,4
371615,1234475,2,2,303,7,2.470943843,5.744984734,11.312377,63560,2,1,54,11,1,1,430,1
371621,1234495,1,3,102,4,2.765851509,0.5337548441,2.765851509,736900,2,2,41,9,1,1,840,1
371638,1234503,1,1,113,3,17.42919727,6.096906177,17.683130560000002,54475,1,1,47,10,1,1,545,1
371674,1234530,1,2,404,5,4.986626039,8.456193733,24.661952799999998,87955,2,2,52,11,1,1,750,1
371676,1234538,1,2,110,2,5.701712467999999,2.116217814,7.081057536,674455,1,2,47,10,1,1,730,1
371727,1234575,1,2,110,3,6.263576304,2.101431604,7.884602109,630710,1,1,28,6,1,1,700,1
371742,1234595,3,5,641,3,3.878678388,13.718253189999999,29.93083824,23025,4,2,14,3,3,5,900,4
371748,1234632,2,2,633,3,9.586389989999999,26.340569520000003,40.18656834,5100,1,1,55,12,1,1,400,1
371773,1234647,2,4,408,8,16.04656775,14.31811441,24.350770100000002,68490,2,1,34,7,2,1,1045,1
371794,1234658,1,4,403,1,3.379929927,3.559869919,16.62975127,275290,4,2,18,4,3,2,930,4
371807,1234660,1,4,108,4,3.488106897,1.727335716,10.32429395,558070,3,2,16,4,3,1,830,4
371810,1234660,1,4,108,4,3.488106897,1.727335716,10.32429395,558070,4,1,15,4,3,5,800,4
371799,1234660,1,4,108,4,3.488106897,1.727335716,10.32429395,558070,1,2,51,11,1,1,730,1
371803,1234660,1,4,108,4,3.488106897,1.727335716,10.32429395,558070,2,1,47,10,1,1,800,1
371911,1234725,1,6,113,2,17.2700464,6.591030581,17.2700464,119240,2,1,38,8,1,1,345,1
371913,1234725,1,6,113,2,17.2700464,6.591030581,17.2700464,119240,3,2,17,4,3,1,1000,4
371943,1234739,2,3,309,4,11.35517832,10.80053513,16.228652620000002,28930,1,2,45,10,1,1,900,1
371972,1234743,1,4,104,3,1.854302387,0.5759906575,6.000802665999999,659935,2,2,34,7,1,1,730,1
371983,1234744,1,4,130,3,0.241874952,13.42123683,18.95176551,139805,4,1,16,4,3,2,845,4
371976,1234744,1,4,130,3,0.241874952,13.42123683,18.95176551,139805,1,2,50,11,1,1,700,1
371979,1234744,1,4,130,3,0.241874952,13.42123683,18.95176551,139805,2,1,48,10,1,1,815,1
371994,1234760,1,3,107,8,0.9684380831,0.644410482,6.829160756,739870,3,1,15,4,3,5,745,4
372093,1234804,1,1,523,3,5.765542581,29.73297797,34.96368469,5190,1,1,37,8,1,1,700,1
372135,1234830,2,4,127,6,9.300577118,11.63425017,13.10779266,350760,4,1,9,2,3,5,745,4
372137,1234831,3,4,402,4,5.566759145,8.026765238,21.18631369,50800,1,2,41,9,1,1,800,1
372149,1234837,2,2,622,7,6.8884998500000005,16.18421506,28.71948589,835,1,2,54,11,1,1,815,1
372204,1234889,2,3,136,7,5.883590698,19.679107560000002,30.322728090000002,29975,2,2,40,9,1,1,700,1
372200,1234889,2,3,136,7,5.883590698,19.679107560000002,30.322728090000002,29975,1,1,50,11,1,1,745,1
372243,1234917,2,5,407,1,4.476566367,3.340427111,15.59277682,84390,4,2,9,2,3,5,800,4
372265,1234956,2,4,308,3,8.263594069,11.74292831,13.9328462,13085,4,2,8,2,3,5,730,4
372268,1234961,3,3,544,4,1.848464942,23.495413980000002,24.96895646,4005,2,2,53,11,1,1,630,1
372333,1234994,1,3,127,1,3.961038069,0.7574736242,4.799851807,509855,1,1,52,11,3,1,1730,4
372344,1235005,2,4,136,6,2.183945462,8.852427938,19.41085624,70065,1,2,49,10,1,1,645,1
372441,1235102,1,2,113,7,18.53013279,7.772789405,19.359013790000002,56425,1,2,59,12,1,1,630,1
372474,1235135,1,4,111,3,4.026374522,1.0850992920000002,4.026374522,698895,2,2,47,10,1,1,800,1
372514,1235165,0,6,118,1,5.318566979,3.653793614,13.23983208,427725,3,2,5,2,3,5,715,4
372555,1235202,2,2,621,7,20.84907938,21.63617276,31.66882845,830,1,2,56,12,1,1,600,1
372577,1235211,1,4,532,7,23.54343029,21.8168649,27.24498239,8165,2,1,34,7,1,1,730,1
372666,1235252,3,4,611,4,31.415572009999998,21.16177063,32.74799501,18520,3,2,56,12,1,1,630,1
372743,1235330,1,3,112,5,10.208586649999999,2.472983491,10.208586649999999,365815,1,1,48,10,1,1,1036,1
372753,1235331,1,3,651,3,6.838184640000001,39.489192949999996,55.701777990000004,6915,2,1,15,4,3,5,830,4
372777,1235345,2,2,134,4,7.59976112,19.17722452,29.73565282,1510,1,1,57,12,1,1,630,1
372853,1235396,2,4,129,4,2.413147403,7.156955100999999,12.17854687,103995,4,2,24,5,1,1,830,1
372870,1235407,1,2,107,4,1.113425173,0.6917887975,5.806614651,680395,2,1,30,7,1,1,830,1
372872,1235413,1,4,407,3,7.743787865,6.589996585,17.890041399999998,75465,1,1,54,11,1,1,600,1
372913,1235448,1,2,105,3,0.7613617874999999,1.996997463,7.235414118,648270,1,2,80,16,4,1,1830,1
372917,1235449,3,1,633,6,4.232655363,20.986834889999997,34.83283372,4775,1,2,53,11,1,1,830,1
372920,1235456,1,1,107,2,3.571751139,1.2796225460000001,8.721096956,707835,1,1,27,6,1,1,800,1
372928,1235464,2,4,108,6,2.0758041790000004,0.5165256863,10.6564501,874435,2,2,45,10,1,1,730,1
372964,1235486,3,4,120,7,0.4831641282,1.533623489,7.112523299999999,700680,1,2,42,9,1,1,800,1
372982,1235496,2,4,308,4,8.507166885,11.04498329,13.234901180000001,45420,2,2,43,9,1,1,645,1
373036,1235562,0,1,111,1,4.014489204,0.9317161276,4.014489204,698895,1,2,61,13,1,2,640,1
373077,1235600,1,3,120,3,0.49727070250000005,1.64781305,6.382399941,700680,2,2,12,3,3,5,730,4
373106,1235619,3,6,644,8,1.296680662,13.62895853,29.84154358,15470,4,2,10,3,3,5,725,4
373146,1235643,3,3,611,7,32.55066912,22.296867730000002,33.88309211,13540,2,1,55,12,1,1,900,1
373163,1235646,2,4,111,3,7.529544859,1.485591109,7.529544859,558125,2,2,40,9,1,1,730,1
373233,1235697,2,4,403,2,4.790110832,3.140995501,18.18130082,131865,1,1,29,6,1,1,330,1
373235,1235697,2,4,403,2,4.790110832,3.140995501,18.18130082,131865,1,1,29,6,1,1,1900,1
373331,1235792,1,2,546,7,19.49214924,38.073842060000004,39.547384550000004,5865,2,1,59,12,1,1,1830,1
373333,1235796,2,5,114,2,12.78203859,7.6283781159999995,19.130914219999998,106410,2,1,47,10,2,1,1100,1
373380,1235812,2,2,402,6,0.3455106732,13.43511092,26.836518660000003,32760,1,2,50,11,1,1,815,1
373427,1235821,2,5,124,6,4.387542669,3.959862173,9.791516673,291195,4,1,7,2,3,5,745,4
373444,1235841,2,3,129,3,0.5849441421,9.744877366,14.76646914,34765,2,2,28,6,3,1,845,4
373486,1235884,0,3,110,8,6.201205717,2.166664884,7.651327994,630710,2,2,37,8,1,2,730,1
373496,1235899,2,4,621,3,25.31535304,19.23218834,30.81841272,830,1,1,38,8,1,1,500,1
373518,1235917,3,4,531,4,13.91120663,19.45603153,25.052908719999998,1450,2,2,52,11,1,1,2230,1
373544,1235946,2,2,115,3,16.39856566,4.812341282999999,16.39856566,53105,2,2,39,8,1,1,600,1
373577,1235985,2,3,309,4,11.64261848,11.74058318,17.337460370000002,51665,1,1,39,8,1,1,610,1
373579,1235985,2,3,309,4,11.64261848,11.74058318,17.337460370000002,51665,2,2,46,10,1,1,700,1
373600,1236014,3,4,129,6,0.6312170806,9.698604427,14.7201962,34765,1,1,27,6,1,1,845,1
373612,1236020,1,1,522,7,3.196491927,20.954574570000002,26.18528129,31665,1,2,48,10,1,1,730,1
373622,1236021,1,5,118,8,8.690953421,6.169023559999999,14.76720994,117000,3,2,8,2,3,5,745,4
373614,1236021,1,5,118,8,8.690953421,6.169023559999999,14.76720994,117000,1,2,40,9,3,2,830,4
373648,1236049,2,2,532,7,21.94549227,20.218926879999998,25.64704437,2915,2,1,60,13,4,1,700,1
373697,1236084,2,2,121,6,1.231724993,0.9121958178,5.643413108,752195,2,2,36,8,1,1,800,1
373701,1236096,2,2,546,3,16.35359033,34.93528316,36.40882564,7930,2,1,53,11,1,1,600,1
373751,1236130,1,3,401,3,7.147729075,11.370635570000001,26.76776014,79830,3,1,48,10,1,1,600,1
373804,1236163,1,3,408,3,16.87668699,15.14823365,25.180889330000003,68490,3,1,58,12,1,1,515,1
373878,1236230,1,3,521,3,14.354111790000001,23.673438819999998,27.86169656,6750,2,1,12,3,3,5,645,4
373920,1236251,2,4,302,2,2.397408687,5.965993544,11.53338581,55545,4,1,14,3,3,5,710,4
373909,1236251,2,4,302,2,2.397408687,5.965993544,11.53338581,55545,1,2,43,9,1,1,500,1
373925,1236252,0,3,131,8,0.5894279731000001,13.81629451,22.45635233,99045,2,1,15,4,3,5,855,4
373969,1236287,2,4,642,3,2.271277196,15.37842999,31.591015029999998,32680,1,2,42,9,1,1,720,1
373978,1236295,1,2,129,3,2.519055863,7.810765644,12.832357420000001,34765,1,2,60,13,1,1,730,1
373991,1236303,3,5,122,8,2.515269184,1.485377439,3.546049649,345005,3,2,14,3,3,5,800,4
374003,1236317,2,4,622,3,16.6543347,20.28245619,30.31511188,11055,4,2,7,2,3,5,830,4
374001,1236317,2,4,622,3,16.6543347,20.28245619,30.31511188,11055,3,2,9,2,3,5,830,4
374005,1236319,1,2,113,1,17.91729271,6.969951658,18.556176039999997,44120,1,2,42,9,2,1,1030,1
374018,1236320,2,6,104,2,1.2893845739999998,3.7294344930000003,8.967270639,483645,3,2,15,4,3,5,730,4
374038,1236333,2,4,117,5,6.835400191,2.9149293349999996,10.98315116,486195,1,2,39,8,1,1,645,1
374072,1236345,2,4,306,3,2.2959823040000003,4.829035230000001,8.441975694,77345,4,2,12,3,3,5,830,4
374097,1236370,2,4,107,3,3.230278718,0.9808637962,8.343713754,707835,4,2,5,2,3,5,800,4
374154,1236428,1,3,404,3,7.23628606,9.086554544,24.019335169999998,23730,1,2,35,8,1,1,650,1
374188,1236433,2,3,111,4,7.43461679,0.4578809552,7.43461679,620850,2,2,37,8,1,1,815,1
374198,1236450,2,2,611,4,34.263714,24.00991261,35.59613699,13540,2,1,52,11,1,1,500,1
374251,1236490,2,2,118,5,9.813169981,8.148396616,17.02038528,127535,2,2,47,10,1,1,745,1
374312,1236556,2,2,127,3,5.336480538,1.166320635,7.201149827,511000,1,2,35,8,1,1,720,1
374330,1236571,2,2,302,6,7.639228715,8.580909871,14.17778706,45490,2,1,51,11,1,1,630,1
374362,1236596,1,2,114,1,14.57900568,8.452342875000001,19.95487898,76720,2,1,62,13,1,1,700,1
374405,1236610,2,4,309,4,11.16509846,11.139679469999999,16.736556659999998,28930,4,2,13,3,3,5,730,4
374425,1236618,1,4,107,2,2.874594364,0.6670157369999999,7.913249874,756640,2,1,50,11,2,1,730,1
374429,1236618,1,4,107,2,2.874594364,0.6670157369999999,7.913249874,756640,3,1,17,4,3,2,1400,4
374461,1236641,2,4,406,2,3.205389569,2.830771562,15.837465889999999,185925,4,1,27,6,2,1,1200,1
374453,1236641,2,4,406,2,3.205389569,2.830771562,15.837465889999999,185925,2,1,56,12,1,1,900,1
374500,1236682,3,7,403,4,3.762902178,4.360374955,17.01272353,125680,1,1,49,10,1,1,700,1
374506,1236682,3,7,403,4,3.762902178,4.360374955,17.01272353,125680,3,2,72,15,4,1,730,1
374559,1236754,2,4,119,6,1.875538691,0.3924504634,9.734296045999999,732520,1,1,41,9,1,1,745,1
374605,1236790,2,5,511,2,34.16149091,40.143737789999996,43.84588624,1820,1,1,29,6,1,1,1250,1
374618,1236791,0,2,106,2,3.825479354,1.2860997680000001,3.825479354,642225,2,1,42,9,1,2,645,1
374626,1236805,1,2,633,2,5.960573870999999,22.72993785,36.575936670000004,4775,2,2,7,2,3,5,800,4
374636,1236813,1,2,641,5,5.675545694999999,15.5151205,31.72770554,14440,1,1,53,11,1,1,430,1
374643,1236819,1,4,405,8,4.899461617,12.94061226,25.47588309,12545,2,1,60,13,1,1,640,1
374686,1236853,2,2,307,4,6.799521167,12.64670952,17.05458462,14580,2,1,34,7,1,1,1200,1
374778,1236908,2,4,138,7,1.536485987,18.252573499999997,26.199743299999998,25570,3,1,20,5,1,2,620,1
374780,1236908,2,4,138,7,1.536485987,18.252573499999997,26.199743299999998,25570,4,2,20,5,3,2,800,4
374788,1236915,2,2,112,2,12.28943655,1.646644697,13.23532464,531185,2,2,53,11,1,1,630,1
374839,1236964,1,4,124,4,2.3243289249999997,4.015657904,9.409576806999999,333740,1,1,37,8,1,1,800,1
374864,1236967,2,4,138,6,1.054554821,17.85753928,28.50115981,92680,4,2,11,3,3,5,730,4
374882,1236983,3,4,405,3,2.675176321,8.999751923,21.53502276,88100,2,1,67,14,2,1,530,1
374889,1236984,2,2,404,5,4.606254186999999,7.797953349999999,24.01168767,87955,2,2,55,12,1,1,800,1
374916,1237001,2,2,113,4,18.42270708,7.948425015,19.5346494,56425,2,1,60,13,1,1,1400,1
374963,1237056,1,3,108,3,4.43237561,2.7676022440000003,12.277858389999999,528200,1,1,34,7,1,1,700,1
374971,1237062,2,2,523,7,5.855419837,30.64581886,35.87652559,5190,2,1,60,13,1,1,700,1
